participantId,langAbv,lang,trialNum,termNum,colorNum,name,displayName,match,colorSpace,r,g,b,rgbSet,studyVersion,locale,background
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,4,đo,,somewhat,p3,1,0,0.498549,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,5,đo,,no,p3,0,0.732162,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,6,đo,,no,p3,0.085444,0,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,0,7,đo,,no,p3,0.708469,1,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,0,xanhduong,,no,p3,1,0,0.407487,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,1,xanhduong,,no,p3,1,0.50293,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,2,xanhduong,,no,p3,0,0.926002,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,3,xanhduong,,no,p3,1,0,0.284148,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,4,xanhduong,,no,p3,1,0,0.498549,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,5,xanhduong,,no,p3,0,0.732162,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,6,xanhduong,,yes,p3,0.085444,0,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,1,7,xanhduong,,no,p3,0.708469,1,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,0,xanhlacay,,no,p3,1,0,0.407487,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,1,xanhlacay,,no,p3,1,0.50293,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,2,xanhlacay,,no,p3,0,0.926002,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,3,xanhlacay,,no,p3,1,0,0.284148,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,4,xanhlacay,,no,p3,1,0,0.498549,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,5,xanhlacay,,no,p3,0,0.732162,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,6,xanhlacay,,no,p3,0.085444,0,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,2,7,xanhlacay,,yes,p3,0.708469,1,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,0,xanhdatroi,,no,p3,1,0,0.407487,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,1,xanhdatroi,,no,p3,1,0.50293,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,2,xanhdatroi,,no,p3,0,0.926002,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,3,xanhdatroi,,no,p3,1,0,0.284148,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,4,xanhdatroi,,no,p3,1,0,0.498549,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,5,xanhdatroi,,yes,p3,0,0.732162,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,6,xanhdatroi,,no,p3,0.085444,0,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),3,3,7,xanhdatroi,,no,p3,0.708469,1,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,0,xanhnonchuoi,,no,p3,0.972351,1,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,1,xanhnonchuoi,,no,p3,0,1,0.9268,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,2,xanhnonchuoi,,no,p3,0,1,0.976994,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,3,xanhnonchuoi,,no,p3,1,0.359299,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,4,xanhnonchuoi,,no,p3,1,0.819608,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,5,xanhnonchuoi,,no,p3,1,0.720705,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,6,xanhnonchuoi,,no,p3,0.769305,0,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,0,7,xanhnonchuoi,,no,p3,0,0.420116,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,0,dacam,,no,p3,0.972351,1,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,1,dacam,,no,p3,0,1,0.9268,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,2,dacam,,no,p3,0,1,0.976994,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,3,dacam,,yes,p3,1,0.359299,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,4,dacam,,no,p3,1,0.819608,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,5,dacam,,no,p3,1,0.720705,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,6,dacam,,no,p3,0.769305,0,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,1,7,dacam,,no,p3,0,0.420116,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,0,xanh,,no,p3,0.972351,1,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,1,xanh,,somewhat,p3,0,1,0.9268,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,2,xanh,,somewhat,p3,0,1,0.976994,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,3,xanh,,no,p3,1,0.359299,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,4,xanh,,no,p3,1,0.819608,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,5,xanh,,no,p3,1,0.720705,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,6,xanh,,no,p3,0.769305,0,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,2,7,xanh,,yes,p3,0,0.420116,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,0,vang,,yes,p3,0.972351,1,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,1,vang,,no,p3,0,1,0.9268,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,2,vang,,no,p3,0,1,0.976994,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,3,vang,,no,p3,1,0.359299,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,4,vang,,somewhat,p3,1,0.819608,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,5,vang,,somewhat,p3,1,0.720705,0,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,6,vang,,no,p3,0.769305,0,1,line,2,en,black
eb4ac425-16c2-4a59-9b17-5067ba1bd90e,vi,Vietnamese (Tiếng Việt),5,3,7,vang,,no,p3,0,0.420116,1,line,2,en,black
